lluvia,geometry
69.0,"POLYGON ((-72.40421190003343 -35.79786407216294, -72.40421190003343 -35.85176298921011, -72.35031298298627 -35.85176298921011, -72.35031298298627 -35.79786407216294, -72.40421190003343 -35.79786407216294))"
66.0,"POLYGON ((-72.29641406593909 -35.79786407216294, -72.29641406593909 -35.85176298921011, -72.25149830173312 -35.85176298921011, -72.25149830173312 -35.79786407216294, -72.29641406593909 -35.79786407216294))"
76.0,"POLYGON ((-72.25149830173312 -35.79786407216294, -72.25149830173312 -35.85176298921011, -72.19759938468594 -35.85176298921011, -72.19759938468594 -35.79786407216294, -72.25149830173312 -35.79786407216294))"
70.0,"POLYGON ((-72.19759938468594 -35.79786407216294, -72.19759938468594 -35.85176298921011, -72.15268362047998 -35.85176298921011, -72.15268362047998 -35.79786407216294, -72.19759938468594 -35.79786407216294))"
67.0,"POLYGON ((-72.15268362047998 -35.79786407216294, -72.15268362047998 -35.85176298921011, -72.0987847034328 -35.85176298921011, -72.0987847034328 -35.79786407216294, -72.15268362047998 -35.79786407216294))"
64.0,"POLYGON ((-72.0987847034328 -35.79786407216294, -72.0987847034328 -35.85176298921011, -71.99997002217965 -35.85176298921011, -71.99997002217965 -35.79786407216294, -72.0987847034328 -35.79786407216294))"
66.0,"POLYGON ((-71.99997002217965 -35.79786407216294, -71.99997002217965 -35.85176298921011, -71.94607110513248 -35.85176298921011, -71.94607110513248 -35.79786407216294, -71.99997002217965 -35.79786407216294))"
60.0,"POLYGON ((-71.94607110513248 -35.79786407216294, -71.94607110513248 -35.85176298921011, -71.90115534092651 -35.85176298921011, -71.90115534092651 -35.79786407216294, -71.94607110513248 -35.79786407216294))"
63.0,"POLYGON ((-71.90115534092651 -35.79786407216294, -71.90115534092651 -35.85176298921011, -71.84725642387933 -35.85176298921011, -71.84725642387933 -35.79786407216294, -71.90115534092651 -35.79786407216294))"
59.0,"POLYGON ((-71.84725642387933 -35.79786407216294, -71.84725642387933 -35.85176298921011, -71.80234065967336 -35.85176298921011, -71.80234065967336 -35.79786407216294, -71.84725642387933 -35.79786407216294))"
58.0,"POLYGON ((-71.7035259784202 -35.79786407216294, -71.7035259784202 -35.85176298921011, -71.64962706137304 -35.85176298921011, -71.64962706137304 -35.79786407216294, -71.7035259784202 -35.79786407216294))"
59.0,"POLYGON ((-71.64962706137304 -35.79786407216294, -71.64962706137304 -35.85176298921011, -71.59572814432586 -35.85176298921011, -71.59572814432586 -35.79786407216294, -71.64962706137304 -35.79786407216294))"
58.0,"POLYGON ((-71.59572814432586 -35.79786407216294, -71.59572814432586 -35.85176298921011, -71.5508123801199 -35.85176298921011, -71.5508123801199 -35.79786407216294, -71.59572814432586 -35.79786407216294))"
63.0,"POLYGON ((-71.5508123801199 -35.79786407216294, -71.5508123801199 -35.85176298921011, -71.49691346307272 -35.85176298921011, -71.49691346307272 -35.79786407216294, -71.5508123801199 -35.79786407216294))"
75.0,"POLYGON ((-71.49691346307272 -35.79786407216294, -71.49691346307272 -35.85176298921011, -71.45199769886675 -35.85176298921011, -71.45199769886675 -35.79786407216294, -71.49691346307272 -35.79786407216294))"
79.0,"POLYGON ((-71.45199769886675 -35.79786407216294, -71.45199769886675 -35.85176298921011, -71.39809878181957 -35.85176298921011, -71.39809878181957 -35.79786407216294, -71.45199769886675 -35.79786407216294))"
85.0,"POLYGON ((-71.39809878181957 -35.79786407216294, -71.39809878181957 -35.85176298921011, -71.3531830176136 -35.85176298921011, -71.3531830176136 -35.79786407216294, -71.39809878181957 -35.79786407216294))"
92.0,"POLYGON ((-71.3531830176136 -35.79786407216294, -71.3531830176136 -35.85176298921011, -71.29928410056642 -35.85176298921011, -71.29928410056642 -35.79786407216294, -71.3531830176136 -35.79786407216294))"
122.0,"POLYGON ((-71.20046941931328 -35.79786407216294, -71.20046941931328 -35.85176298921011, -71.1465705022661 -35.85176298921011, -71.1465705022661 -35.79786407216294, -71.20046941931328 -35.79786407216294))"
117.0,"POLYGON ((-71.1465705022661 -35.79786407216294, -71.1465705022661 -35.85176298921011, -71.10165473806013 -35.85176298921011, -71.10165473806013 -35.79786407216294, -71.1465705022661 -35.79786407216294))"
111.0,"POLYGON ((-71.10165473806013 -35.79786407216294, -71.10165473806013 -35.85176298921011, -71.04775582101296 -35.85176298921011, -71.04775582101296 -35.79786407216294, -71.10165473806013 -35.79786407216294))"
119.0,"POLYGON ((-71.00284005680699 -35.79786407216294, -71.00284005680699 -35.85176298921011, -70.94894113975981 -35.85176298921011, -70.94894113975981 -35.79786407216294, -71.00284005680699 -35.79786407216294))"
112.0,"POLYGON ((-70.94894113975981 -35.79786407216294, -70.94894113975981 -35.85176298921011, -70.90402537555383 -35.85176298921011, -70.90402537555383 -35.79786407216294, -70.94894113975981 -35.79786407216294))"
113.0,"POLYGON ((-70.90402537555383 -35.79786407216294, -70.90402537555383 -35.85176298921011, -70.85012645850667 -35.85176298921011, -70.85012645850667 -35.79786407216294, -70.90402537555383 -35.79786407216294))"
117.0,"POLYGON ((-70.79622754145949 -35.79786407216294, -70.79622754145949 -35.85176298921011, -70.75131177725352 -35.85176298921011, -70.75131177725352 -35.79786407216294, -70.79622754145949 -35.79786407216294))"
135.0,"POLYGON ((-70.75131177725352 -35.79786407216294, -70.75131177725352 -35.85176298921011, -70.69741286020634 -35.85176298921011, -70.69741286020634 -35.79786407216294, -70.75131177725352 -35.79786407216294))"
133.0,"POLYGON ((-70.69741286020634 -35.79786407216294, -70.69741286020634 -35.85176298921011, -70.65249709600037 -35.85176298921011, -70.65249709600037 -35.79786407216294, -70.69741286020634 -35.79786407216294))"
142.0,"POLYGON ((-70.65249709600037 -35.79786407216294, -70.65249709600037 -35.85176298921011, -70.5985981789532 -35.85176298921011, -70.5985981789532 -35.79786407216294, -70.65249709600037 -35.79786407216294))"
126.0,"POLYGON ((-70.55368241474721 -35.79786407216294, -70.55368241474721 -35.85176298921011, -70.49978349770005 -35.85176298921011, -70.49978349770005 -35.79786407216294, -70.55368241474721 -35.79786407216294))"
137.0,"POLYGON ((-70.49978349770005 -35.79786407216294, -70.49978349770005 -35.85176298921011, -70.44588458065287 -35.85176298921011, -70.44588458065287 -35.79786407216294, -70.49978349770005 -35.79786407216294))"
101.0,"POLYGON ((-70.34706989939973 -35.79786407216294, -70.34706989939973 -35.85176298921011, -70.31113728803496 -35.85176298921011, -70.31113728803496 -35.79786407216294, -70.34706989939973 -35.79786407216294))"
0.0,"POLYGON ((-72.79048747220483 -34.68395311985473, -72.79048747220483 -35.89667875341608, -72.74557170799885 -35.89667875341608, -72.74557170799885 -35.85176298921011, -72.70065594379288 -35.85176298921011, -72.70065594379288 -35.79786407216294, -72.6467570267457 -35.79786407216294, -72.6467570267457 -35.699049390909785, -72.74557170799885 -35.699049390909785, -72.74557170799885 -35.60023470965664, -72.70065594379288 -35.60023470965664, -72.70065594379288 -35.54633579260947, -72.6467570267457 -35.54633579260947, -72.6467570267457 -35.501420028403494, -72.60184126253974 -35.501420028403494, -72.60184126253974 -35.44752111135632, -72.54794234549256 -35.44752111135632, -72.54794234549256 -35.40260534715034, -72.60184126253974 -35.40260534715034, -72.60184126253974 -35.34870643010317, -72.50302658128659 -35.34870643010317, -72.50302658128659 -35.249891748850025, -72.44912766423941 -35.249891748850025, -72.44912766423941 -35.195992831802855, -72.40421190003343 -35.195992831802855, -72.40421190003343 -35.15107706759688, -72.35031298298627 -35.15107706759688, -72.35031298298627 -35.09717815054971, -72.25149830173312 -35.09717815054971, -72.25149830173312 -35.052262386343735, -72.29641406593909 -35.052262386343735, -72.29641406593909 -34.89954878804341, -72.25149830173312 -34.89954878804341, -72.25149830173312 -34.84564987099624, -72.19759938468594 -34.84564987099624, -72.19759938468594 -34.70191942553712, -72.15268362047998 -34.70191942553712, -72.15268362047998 -34.68395311985473, -72.79048747220483 -34.68395311985473))"
59.0,"POLYGON ((-72.6467570267457 -35.79786407216294, -72.6467570267457 -35.89667875341608, -72.60184126253974 -35.89667875341608, -72.60184126253974 -35.79786407216294, -72.6467570267457 -35.79786407216294))"
101.0,"POLYGON ((-71.29928410056642 -35.79786407216294, -71.29928410056642 -35.89667875341608, -71.25436833636044 -35.89667875341608, -71.25436833636044 -35.79786407216294, -71.29928410056642 -35.79786407216294))"
106.0,"POLYGON ((-71.04775582101296 -35.79786407216294, -71.04775582101296 -35.89667875341608, -71.00284005680699 -35.89667875341608, -71.00284005680699 -35.79786407216294, -71.04775582101296 -35.79786407216294))"
32.0,"POLYGON ((-72.74557170799885 -35.85176298921011, -72.74557170799885 -35.89667875341608, -72.70065594379288 -35.89667875341608, -72.70065594379288 -35.85176298921011, -72.74557170799885 -35.85176298921011))"
29.0,"POLYGON ((-72.70065594379288 -35.85176298921011, -72.70065594379288 -35.89667875341608, -72.6467570267457 -35.89667875341608, -72.6467570267457 -35.85176298921011, -72.70065594379288 -35.85176298921011))"
58.0,"POLYGON ((-72.60184126253974 -35.85176298921011, -72.60184126253974 -35.89667875341608, -72.54794234549256 -35.89667875341608, -72.54794234549256 -35.85176298921011, -72.60184126253974 -35.85176298921011))"
64.0,"POLYGON ((-72.50302658128659 -35.85176298921011, -72.50302658128659 -35.89667875341608, -72.44912766423941 -35.89667875341608, -72.44912766423941 -35.85176298921011, -72.50302658128659 -35.85176298921011))"
62.0,"POLYGON ((-72.44912766423941 -35.85176298921011, -72.44912766423941 -35.89667875341608, -72.35031298298627 -35.89667875341608, -72.35031298298627 -35.85176298921011, -72.44912766423941 -35.85176298921011))"
57.0,"POLYGON ((-72.35031298298627 -35.85176298921011, -72.35031298298627 -35.89667875341608, -72.29641406593909 -35.89667875341608, -72.29641406593909 -35.85176298921011, -72.35031298298627 -35.85176298921011))"
54.0,"POLYGON ((-72.29641406593909 -35.85176298921011, -72.29641406593909 -35.89667875341608, -72.25149830173312 -35.89667875341608, -72.25149830173312 -35.85176298921011, -72.29641406593909 -35.85176298921011))"
57.0,"POLYGON ((-72.25149830173312 -35.85176298921011, -72.25149830173312 -35.89667875341608, -72.19759938468594 -35.89667875341608, -72.19759938468594 -35.950577670463254, -72.15268362047998 -35.950577670463254, -72.15268362047998 -35.89667875341608, -72.19759938468594 -35.89667875341608, -72.19759938468594 -35.85176298921011, -72.25149830173312 -35.85176298921011))"
58.0,"POLYGON ((-72.19759938468594 -35.85176298921011, -72.19759938468594 -35.89667875341608, -72.15268362047998 -35.89667875341608, -72.15268362047998 -35.85176298921011, -72.19759938468594 -35.85176298921011))"
56.0,"POLYGON ((-72.15268362047998 -35.85176298921011, -72.15268362047998 -35.89667875341608, -72.0987847034328 -35.89667875341608, -72.0987847034328 -35.85176298921011, -72.15268362047998 -35.85176298921011))"
57.0,"POLYGON ((-72.0987847034328 -35.85176298921011, -72.0987847034328 -35.89667875341608, -72.05386893922682 -35.89667875341608, -72.05386893922682 -35.85176298921011, -72.0987847034328 -35.85176298921011))"
56.0,"POLYGON ((-72.05386893922682 -35.85176298921011, -72.05386893922682 -35.89667875341608, -71.99997002217965 -35.89667875341608, -71.99997002217965 -35.85176298921011, -72.05386893922682 -35.85176298921011))"
57.0,"POLYGON ((-71.94607110513248 -35.85176298921011, -71.94607110513248 -35.89667875341608, -71.90115534092651 -35.89667875341608, -71.90115534092651 -35.85176298921011, -71.94607110513248 -35.85176298921011))"
55.0,"POLYGON ((-71.7035259784202 -35.752948307956956, -71.64962706137304 -35.752948307956956, -71.64962706137304 -35.79786407216294, -71.7035259784202 -35.79786407216294, -71.7035259784202 -35.85176298921011, -71.80234065967336 -35.85176298921011, -71.80234065967336 -35.89667875341608, -71.84725642387933 -35.89667875341608, -71.84725642387933 -35.85176298921011, -71.80234065967336 -35.85176298921011, -71.80234065967336 -35.79786407216294, -71.7035259784202 -35.79786407216294, -71.7035259784202 -35.752948307956956))"
54.0,"POLYGON ((-71.80234065967336 -35.85176298921011, -71.80234065967336 -35.89667875341608, -71.59572814432586 -35.89667875341608, -71.59572814432586 -35.85176298921011, -71.80234065967336 -35.85176298921011))"
51.0,"POLYGON ((-71.59572814432586 -35.85176298921011, -71.59572814432586 -35.89667875341608, -71.5508123801199 -35.89667875341608, -71.5508123801199 -35.85176298921011, -71.59572814432586 -35.85176298921011))"
57.0,"POLYGON ((-71.5508123801199 -35.85176298921011, -71.5508123801199 -35.89667875341608, -71.49691346307272 -35.89667875341608, -71.49691346307272 -35.85176298921011, -71.5508123801199 -35.85176298921011))"
69.0,"POLYGON ((-71.49691346307272 -35.85176298921011, -71.49691346307272 -35.89667875341608, -71.45199769886675 -35.89667875341608, -71.45199769886675 -35.85176298921011, -71.49691346307272 -35.85176298921011))"
77.0,"POLYGON ((-71.45199769886675 -35.85176298921011, -71.45199769886675 -35.89667875341608, -71.39809878181957 -35.89667875341608, -71.39809878181957 -35.85176298921011, -71.45199769886675 -35.85176298921011))"
82.0,"POLYGON ((-71.39809878181957 -35.85176298921011, -71.39809878181957 -35.89667875341608, -71.3531830176136 -35.89667875341608, -71.3531830176136 -35.85176298921011, -71.39809878181957 -35.85176298921011))"
91.0,"POLYGON ((-71.3531830176136 -35.85176298921011, -71.3531830176136 -35.89667875341608, -71.29928410056642 -35.89667875341608, -71.29928410056642 -35.85176298921011, -71.3531830176136 -35.85176298921011))"
108.0,"POLYGON ((-71.25436833636044 -35.85176298921011, -71.25436833636044 -35.89667875341608, -71.20046941931328 -35.89667875341608, -71.20046941931328 -35.85176298921011, -71.25436833636044 -35.85176298921011))"
112.0,"POLYGON ((-71.1465705022661 -35.85176298921011, -71.1465705022661 -35.89667875341608, -71.10165473806013 -35.89667875341608, -71.10165473806013 -35.85176298921011, -71.1465705022661 -35.85176298921011))"
110.0,"POLYGON ((-71.10165473806013 -35.85176298921011, -71.10165473806013 -35.89667875341608, -71.04775582101296 -35.89667875341608, -71.04775582101296 -35.85176298921011, -71.10165473806013 -35.85176298921011))"
116.0,"POLYGON ((-71.00284005680699 -35.85176298921011, -71.00284005680699 -35.89667875341608, -70.94894113975981 -35.89667875341608, -70.94894113975981 -35.85176298921011, -71.00284005680699 -35.85176298921011))"
115.0,"POLYGON ((-70.94894113975981 -35.85176298921011, -70.94894113975981 -35.89667875341608, -70.90402537555383 -35.89667875341608, -70.90402537555383 -35.85176298921011, -70.94894113975981 -35.85176298921011))"
120.0,"POLYGON ((-70.85012645850667 -35.79786407216294, -70.79622754145949 -35.79786407216294, -70.79622754145949 -35.85176298921011, -70.85012645850667 -35.85176298921011, -70.85012645850667 -35.89667875341608, -70.90402537555383 -35.89667875341608, -70.90402537555383 -35.85176298921011, -70.85012645850667 -35.85176298921011, -70.85012645850667 -35.79786407216294))"
126.0,"POLYGON ((-70.85012645850667 -35.85176298921011, -70.85012645850667 -35.89667875341608, -70.79622754145949 -35.89667875341608, -70.79622754145949 -35.85176298921011, -70.85012645850667 -35.85176298921011))"
130.0,"POLYGON ((-70.79622754145949 -35.85176298921011, -70.79622754145949 -35.89667875341608, -70.75131177725352 -35.89667875341608, -70.75131177725352 -35.85176298921011, -70.79622754145949 -35.85176298921011))"
143.0,"POLYGON ((-70.75131177725352 -35.85176298921011, -70.75131177725352 -35.89667875341608, -70.69741286020634 -35.89667875341608, -70.69741286020634 -35.85176298921011, -70.75131177725352 -35.85176298921011))"
140.0,"POLYGON ((-70.5985981789532 -35.79786407216294, -70.55368241474721 -35.79786407216294, -70.55368241474721 -35.85176298921011, -70.5985981789532 -35.85176298921011, -70.5985981789532 -35.89667875341608, -70.69741286020634 -35.89667875341608, -70.69741286020634 -35.85176298921011, -70.5985981789532 -35.85176298921011, -70.5985981789532 -35.79786407216294))"
141.0,"POLYGON ((-70.5985981789532 -35.85176298921011, -70.5985981789532 -35.89667875341608, -70.55368241474721 -35.89667875341608, -70.55368241474721 -35.85176298921011, -70.5985981789532 -35.85176298921011))"
125.0,"POLYGON ((-70.55368241474721 -35.85176298921011, -70.55368241474721 -35.89667875341608, -70.49978349770005 -35.89667875341608, -70.49978349770005 -35.85176298921011, -70.55368241474721 -35.85176298921011))"
133.0,"POLYGON ((-70.44588458065287 -35.79786407216294, -70.4009688164469 -35.79786407216294, -70.4009688164469 -35.85176298921011, -70.44588458065287 -35.85176298921011, -70.44588458065287 -35.89667875341608, -70.49978349770005 -35.89667875341608, -70.49978349770005 -35.85176298921011, -70.44588458065287 -35.85176298921011, -70.44588458065287 -35.79786407216294))"
124.0,"POLYGON ((-70.44588458065287 -35.85176298921011, -70.44588458065287 -35.89667875341608, -70.4009688164469 -35.89667875341608, -70.4009688164469 -35.950577670463254, -70.34706989939973 -35.950577670463254, -70.34706989939973 -35.89667875341608, -70.4009688164469 -35.89667875341608, -70.4009688164469 -35.85176298921011, -70.44588458065287 -35.85176298921011))"
117.0,"POLYGON ((-70.4009688164469 -35.85176298921011, -70.4009688164469 -35.89667875341608, -70.34706989939973 -35.89667875341608, -70.34706989939973 -35.85176298921011, -70.4009688164469 -35.85176298921011))"
102.0,"POLYGON ((-70.34706989939973 -35.85176298921011, -70.34706989939973 -35.89667875341608, -70.31113728803496 -35.89667875341608, -70.31113728803496 -35.85176298921011, -70.34706989939973 -35.85176298921011))"
24.0,"POLYGON ((-72.79048747220483 -35.89667875341608, -72.79048747220483 -35.950577670463254, -72.74557170799885 -35.950577670463254, -72.74557170799885 -35.89667875341608, -72.79048747220483 -35.89667875341608))"
51.0,"POLYGON ((-72.70065594379288 -35.89667875341608, -72.70065594379288 -35.950577670463254, -72.6467570267457 -35.950577670463254, -72.6467570267457 -35.89667875341608, -72.70065594379288 -35.89667875341608))"
55.0,"POLYGON ((-72.6467570267457 -35.89667875341608, -72.6467570267457 -35.950577670463254, -72.60184126253974 -35.950577670463254, -72.60184126253974 -35.89667875341608, -72.6467570267457 -35.89667875341608))"
57.0,"POLYGON ((-72.54794234549256 -35.85176298921011, -72.50302658128659 -35.85176298921011, -72.50302658128659 -35.89667875341608, -72.54794234549256 -35.89667875341608, -72.54794234549256 -35.950577670463254, -72.60184126253974 -35.950577670463254, -72.60184126253974 -35.89667875341608, -72.54794234549256 -35.89667875341608, -72.54794234549256 -35.85176298921011))"
61.0,"POLYGON ((-72.54794234549256 -35.89667875341608, -72.54794234549256 -35.950577670463254, -72.50302658128659 -35.950577670463254, -72.50302658128659 -35.89667875341608, -72.54794234549256 -35.89667875341608))"
59.0,"POLYGON ((-72.44912766423941 -35.89667875341608, -72.44912766423941 -35.950577670463254, -72.40421190003343 -35.950577670463254, -72.40421190003343 -35.89667875341608, -72.44912766423941 -35.89667875341608))"
61.0,"POLYGON ((-72.40421190003343 -35.89667875341608, -72.40421190003343 -35.950577670463254, -72.35031298298627 -35.950577670463254, -72.35031298298627 -35.89667875341608, -72.40421190003343 -35.89667875341608))"
51.0,"POLYGON ((-72.35031298298627 -35.89667875341608, -72.35031298298627 -35.950577670463254, -72.29641406593909 -35.950577670463254, -72.29641406593909 -35.89667875341608, -72.35031298298627 -35.89667875341608))"
49.0,"POLYGON ((-72.29641406593909 -35.89667875341608, -72.29641406593909 -35.950577670463254, -72.25149830173312 -35.950577670463254, -72.25149830173312 -35.89667875341608, -72.29641406593909 -35.89667875341608))"
50.0,"POLYGON ((-72.25149830173312 -35.89667875341608, -72.25149830173312 -35.950577670463254, -72.19759938468594 -35.950577670463254, -72.19759938468594 -35.89667875341608, -72.25149830173312 -35.89667875341608))"
53.0,"POLYGON ((-72.15268362047998 -35.89667875341608, -72.15268362047998 -35.950577670463254, -72.0987847034328 -35.950577670463254, -72.0987847034328 -35.89667875341608, -72.15268362047998 -35.89667875341608))"
60.0,"POLYGON ((-72.05386893922682 -35.89667875341608, -72.05386893922682 -35.950577670463254, -71.99997002217965 -35.950577670463254, -71.99997002217965 -35.89667875341608, -72.05386893922682 -35.89667875341608))"
62.0,"POLYGON ((-71.90115534092651 -35.89667875341608, -71.90115534092651 -35.950577670463254, -71.84725642387933 -35.950577670463254, -71.84725642387933 -35.89667875341608, -71.90115534092651 -35.89667875341608))"
60.0,"POLYGON ((-71.7035259784202 -35.89667875341608, -71.7035259784202 -35.950577670463254, -71.59572814432586 -35.950577670463254, -71.59572814432586 -35.89667875341608, -71.7035259784202 -35.89667875341608))"
65.0,"POLYGON ((-71.59572814432586 -35.89667875341608, -71.59572814432586 -35.950577670463254, -71.5508123801199 -35.950577670463254, -71.5508123801199 -35.89667875341608, -71.59572814432586 -35.89667875341608))"
66.0,"POLYGON ((-71.5508123801199 -35.89667875341608, -71.5508123801199 -35.950577670463254, -71.49691346307272 -35.950577670463254, -71.49691346307272 -35.89667875341608, -71.5508123801199 -35.89667875341608))"
85.0,"POLYGON ((-71.45199769886675 -35.89667875341608, -71.45199769886675 -35.950577670463254, -71.3531830176136 -35.950577670463254, -71.3531830176136 -35.89667875341608, -71.45199769886675 -35.89667875341608))"
96.0,"POLYGON ((-71.3531830176136 -35.89667875341608, -71.3531830176136 -35.950577670463254, -71.29928410056642 -35.950577670463254, -71.29928410056642 -35.89667875341608, -71.3531830176136 -35.89667875341608))"
107.0,"POLYGON ((-71.29928410056642 -35.89667875341608, -71.29928410056642 -35.950577670463254, -71.25436833636044 -35.950577670463254, -71.25436833636044 -35.89667875341608, -71.29928410056642 -35.89667875341608))"
116.0,"POLYGON ((-71.20046941931328 -35.85176298921011, -71.1465705022661 -35.85176298921011, -71.1465705022661 -35.89667875341608, -71.20046941931328 -35.89667875341608, -71.20046941931328 -35.950577670463254, -71.25436833636044 -35.950577670463254, -71.25436833636044 -35.89667875341608, -71.20046941931328 -35.89667875341608, -71.20046941931328 -35.85176298921011))"
122.0,"POLYGON ((-71.20046941931328 -35.89667875341608, -71.20046941931328 -35.950577670463254, -71.1465705022661 -35.950577670463254, -71.1465705022661 -35.89667875341608, -71.20046941931328 -35.89667875341608))"
117.0,"POLYGON ((-71.1465705022661 -35.89667875341608, -71.1465705022661 -35.950577670463254, -71.10165473806013 -35.950577670463254, -71.10165473806013 -35.89667875341608, -71.1465705022661 -35.89667875341608))"
113.0,"POLYGON ((-71.10165473806013 -35.89667875341608, -71.10165473806013 -35.950577670463254, -71.04775582101296 -35.950577670463254, -71.04775582101296 -35.89667875341608, -71.10165473806013 -35.89667875341608))"
112.0,"POLYGON ((-71.04775582101296 -35.89667875341608, -71.04775582101296 -35.950577670463254, -71.00284005680699 -35.950577670463254, -71.00284005680699 -35.89667875341608, -71.04775582101296 -35.89667875341608))"
118.0,"POLYGON ((-70.94894113975981 -35.89667875341608, -70.94894113975981 -35.950577670463254, -70.90402537555383 -35.950577670463254, -70.90402537555383 -35.89667875341608, -70.94894113975981 -35.89667875341608))"
130.0,"POLYGON ((-70.90402537555383 -35.89667875341608, -70.90402537555383 -35.950577670463254, -70.85012645850667 -35.950577670463254, -70.85012645850667 -35.89667875341608, -70.90402537555383 -35.89667875341608))"
127.0,"POLYGON ((-70.85012645850667 -35.89667875341608, -70.85012645850667 -35.950577670463254, -70.75131177725352 -35.950577670463254, -70.75131177725352 -35.89667875341608, -70.85012645850667 -35.89667875341608))"
141.0,"POLYGON ((-70.75131177725352 -35.89667875341608, -70.75131177725352 -35.950577670463254, -70.69741286020634 -35.950577670463254, -70.69741286020634 -35.89667875341608, -70.75131177725352 -35.89667875341608))"
145.0,"POLYGON ((-70.69741286020634 -35.89667875341608, -70.69741286020634 -35.950577670463254, -70.65249709600037 -35.950577670463254, -70.65249709600037 -35.89667875341608, -70.69741286020634 -35.89667875341608))"
147.0,"POLYGON ((-70.65249709600037 -35.89667875341608, -70.65249709600037 -35.950577670463254, -70.5985981789532 -35.950577670463254, -70.5985981789532 -35.89667875341608, -70.65249709600037 -35.89667875341608))"
139.0,"POLYGON ((-70.5985981789532 -35.89667875341608, -70.5985981789532 -35.950577670463254, -70.55368241474721 -35.950577670463254, -70.55368241474721 -35.89667875341608, -70.5985981789532 -35.89667875341608))"
123.0,"POLYGON ((-70.55368241474721 -35.89667875341608, -70.55368241474721 -35.950577670463254, -70.49978349770005 -35.950577670463254, -70.49978349770005 -35.89667875341608, -70.55368241474721 -35.89667875341608))"
135.0,"POLYGON ((-70.49978349770005 -35.89667875341608, -70.49978349770005 -35.950577670463254, -70.44588458065287 -35.950577670463254, -70.44588458065287 -35.89667875341608, -70.49978349770005 -35.89667875341608))"
132.0,"POLYGON ((-70.44588458065287 -35.89667875341608, -70.44588458065287 -35.950577670463254, -70.4009688164469 -35.950577670463254, -70.4009688164469 -35.89667875341608, -70.44588458065287 -35.89667875341608))"
109.0,"POLYGON ((-70.34706989939973 -35.89667875341608, -70.34706989939973 -35.950577670463254, -70.31113728803496 -35.950577670463254, -70.31113728803496 -35.89667875341608, -70.34706989939973 -35.89667875341608))"
58.0,"POLYGON ((-71.90115534092651 -35.85176298921011, -71.90115534092651 -35.89667875341608, -71.84725642387933 -35.89667875341608, -71.84725642387933 -36.004476587510425, -71.80234065967336 -36.004476587510425, -71.80234065967336 -35.89667875341608, -71.84725642387933 -35.89667875341608, -71.84725642387933 -35.85176298921011, -71.90115534092651 -35.85176298921011))"
48.0,"POLYGON ((-72.74557170799885 -35.89667875341608, -72.74557170799885 -36.004476587510425, -72.70065594379288 -36.004476587510425, -72.70065594379288 -35.89667875341608, -72.74557170799885 -35.89667875341608))"
63.0,"POLYGON ((-72.50302658128659 -35.89667875341608, -72.50302658128659 -36.004476587510425, -72.44912766423941 -36.004476587510425, -72.44912766423941 -35.89667875341608, -72.50302658128659 -35.89667875341608))"
55.0,"POLYGON ((-72.0987847034328 -35.89667875341608, -72.0987847034328 -36.004476587510425, -72.05386893922682 -36.004476587510425, -72.05386893922682 -35.89667875341608, -72.0987847034328 -35.89667875341608))"
62.0,"POLYGON ((-71.99997002217965 -35.89667875341608, -71.99997002217965 -36.004476587510425, -71.94607110513248 -36.004476587510425, -71.94607110513248 -35.89667875341608, -71.99997002217965 -35.89667875341608))"
61.0,"POLYGON ((-71.80234065967336 -35.89667875341608, -71.80234065967336 -36.004476587510425, -71.74844174262618 -36.004476587510425, -71.74844174262618 -35.950577670463254, -71.7035259784202 -35.950577670463254, -71.7035259784202 -35.89667875341608, -71.80234065967336 -35.89667875341608))"
121.0,"POLYGON ((-71.00284005680699 -35.89667875341608, -71.00284005680699 -35.950577670463254, -70.94894113975981 -35.950577670463254, -70.94894113975981 -36.004476587510425, -70.90402537555383 -36.004476587510425, -70.90402537555383 -35.950577670463254, -70.94894113975981 -35.950577670463254, -70.94894113975981 -35.89667875341608, -71.00284005680699 -35.89667875341608))"
23.0,"POLYGON ((-72.79048747220483 -35.950577670463254, -72.79048747220483 -36.004476587510425, -72.74557170799885 -36.004476587510425, -72.74557170799885 -35.950577670463254, -72.79048747220483 -35.950577670463254))"
53.0,"POLYGON ((-72.70065594379288 -35.950577670463254, -72.70065594379288 -36.004476587510425, -72.6467570267457 -36.004476587510425, -72.6467570267457 -35.950577670463254, -72.70065594379288 -35.950577670463254))"
58.0,"POLYGON ((-72.6467570267457 -35.950577670463254, -72.6467570267457 -36.004476587510425, -72.60184126253974 -36.004476587510425, -72.60184126253974 -35.950577670463254, -72.6467570267457 -35.950577670463254))"
59.0,"POLYGON ((-72.60184126253974 -35.950577670463254, -72.60184126253974 -36.004476587510425, -72.54794234549256 -36.004476587510425, -72.54794234549256 -35.950577670463254, -72.60184126253974 -35.950577670463254))"
60.0,"POLYGON ((-72.54794234549256 -35.950577670463254, -72.54794234549256 -36.004476587510425, -72.50302658128659 -36.004476587510425, -72.50302658128659 -35.950577670463254, -72.54794234549256 -35.950577670463254))"
60.0,"POLYGON ((-72.44912766423941 -35.950577670463254, -72.44912766423941 -36.004476587510425, -72.40421190003343 -36.004476587510425, -72.40421190003343 -35.950577670463254, -72.44912766423941 -35.950577670463254))"
