lluvia,geometry
53.0,"POLYGON ((-72.35031298298627 -35.950577670463254, -72.35031298298627 -36.004476587510425, -72.29641406593909 -36.004476587510425, -72.29641406593909 -35.950577670463254, -72.35031298298627 -35.950577670463254))"
41.0,"POLYGON ((-72.29641406593909 -35.950577670463254, -72.29641406593909 -36.004476587510425, -72.25149830173312 -36.004476587510425, -72.25149830173312 -35.950577670463254, -72.29641406593909 -35.950577670463254))"
46.0,"POLYGON ((-72.25149830173312 -35.950577670463254, -72.25149830173312 -36.004476587510425, -72.19759938468594 -36.004476587510425, -72.19759938468594 -35.950577670463254, -72.25149830173312 -35.950577670463254))"
52.0,"POLYGON ((-72.19759938468594 -35.950577670463254, -72.19759938468594 -36.004476587510425, -72.15268362047998 -36.004476587510425, -72.15268362047998 -35.950577670463254, -72.19759938468594 -35.950577670463254))"
58.0,"POLYGON ((-72.05386893922682 -35.950577670463254, -72.05386893922682 -36.004476587510425, -71.99997002217965 -36.004476587510425, -71.99997002217965 -35.950577670463254, -72.05386893922682 -35.950577670463254))"
57.0,"POLYGON ((-71.90115534092651 -35.950577670463254, -71.90115534092651 -36.004476587510425, -71.84725642387933 -36.004476587510425, -71.84725642387933 -35.950577670463254, -71.90115534092651 -35.950577670463254))"
66.0,"POLYGON ((-71.74844174262618 -35.950577670463254, -71.74844174262618 -36.004476587510425, -71.7035259784202 -36.004476587510425, -71.7035259784202 -35.950577670463254, -71.74844174262618 -35.950577670463254))"
71.0,"POLYGON ((-71.7035259784202 -35.950577670463254, -71.7035259784202 -36.004476587510425, -71.64962706137304 -36.004476587510425, -71.64962706137304 -35.950577670463254, -71.7035259784202 -35.950577670463254))"
75.0,"POLYGON ((-71.64962706137304 -35.950577670463254, -71.64962706137304 -36.004476587510425, -71.59572814432586 -36.004476587510425, -71.59572814432586 -35.950577670463254, -71.64962706137304 -35.950577670463254))"
77.0,"POLYGON ((-71.59572814432586 -35.950577670463254, -71.59572814432586 -36.004476587510425, -71.5508123801199 -36.004476587510425, -71.5508123801199 -35.950577670463254, -71.59572814432586 -35.950577670463254))"
76.0,"POLYGON ((-71.49691346307272 -35.89667875341608, -71.45199769886675 -35.89667875341608, -71.45199769886675 -35.950577670463254, -71.49691346307272 -35.950577670463254, -71.49691346307272 -36.004476587510425, -71.5508123801199 -36.004476587510425, -71.5508123801199 -35.950577670463254, -71.49691346307272 -35.950577670463254, -71.49691346307272 -35.89667875341608))"
79.0,"POLYGON ((-71.49691346307272 -35.950577670463254, -71.49691346307272 -36.004476587510425, -71.45199769886675 -36.004476587510425, -71.45199769886675 -35.950577670463254, -71.49691346307272 -35.950577670463254))"
86.0,"POLYGON ((-71.45199769886675 -35.950577670463254, -71.45199769886675 -36.004476587510425, -71.39809878181957 -36.004476587510425, -71.39809878181957 -35.950577670463254, -71.45199769886675 -35.950577670463254))"
94.0,"POLYGON ((-71.39809878181957 -35.950577670463254, -71.39809878181957 -36.004476587510425, -71.3531830176136 -36.004476587510425, -71.3531830176136 -35.950577670463254, -71.39809878181957 -35.950577670463254))"
99.0,"POLYGON ((-71.3531830176136 -35.950577670463254, -71.3531830176136 -36.004476587510425, -71.29928410056642 -36.004476587510425, -71.29928410056642 -35.950577670463254, -71.3531830176136 -35.950577670463254))"
117.0,"POLYGON ((-71.25436833636044 -35.950577670463254, -71.25436833636044 -36.004476587510425, -71.20046941931328 -36.004476587510425, -71.20046941931328 -35.950577670463254, -71.25436833636044 -35.950577670463254))"
120.0,"POLYGON ((-71.20046941931328 -35.950577670463254, -71.20046941931328 -36.004476587510425, -71.1465705022661 -36.004476587510425, -71.1465705022661 -35.950577670463254, -71.20046941931328 -35.950577670463254))"
138.0,"POLYGON ((-71.1465705022661 -35.950577670463254, -71.1465705022661 -36.004476587510425, -71.10165473806013 -36.004476587510425, -71.10165473806013 -35.950577670463254, -71.1465705022661 -35.950577670463254))"
136.0,"POLYGON ((-71.10165473806013 -35.950577670463254, -71.10165473806013 -36.004476587510425, -71.04775582101296 -36.004476587510425, -71.04775582101296 -35.950577670463254, -71.10165473806013 -35.950577670463254))"
127.0,"POLYGON ((-71.04775582101296 -35.950577670463254, -71.04775582101296 -36.004476587510425, -71.00284005680699 -36.004476587510425, -71.00284005680699 -35.950577670463254, -71.04775582101296 -35.950577670463254))"
125.0,"POLYGON ((-70.90402537555383 -35.950577670463254, -70.90402537555383 -36.004476587510425, -70.85012645850667 -36.004476587510425, -70.85012645850667 -35.950577670463254, -70.90402537555383 -35.950577670463254))"
139.0,"POLYGON ((-70.85012645850667 -35.950577670463254, -70.85012645850667 -36.004476587510425, -70.79622754145949 -36.004476587510425, -70.79622754145949 -35.950577670463254, -70.85012645850667 -35.950577670463254))"
154.0,"POLYGON ((-70.75131177725352 -35.950577670463254, -70.75131177725352 -36.004476587510425, -70.69741286020634 -36.004476587510425, -70.69741286020634 -35.950577670463254, -70.75131177725352 -35.950577670463254))"
137.0,"POLYGON ((-70.69741286020634 -35.950577670463254, -70.69741286020634 -36.004476587510425, -70.65249709600037 -36.004476587510425, -70.65249709600037 -35.950577670463254, -70.69741286020634 -35.950577670463254))"
127.0,"POLYGON ((-70.65249709600037 -35.950577670463254, -70.65249709600037 -36.004476587510425, -70.5985981789532 -36.004476587510425, -70.5985981789532 -35.950577670463254, -70.65249709600037 -35.950577670463254))"
117.0,"POLYGON ((-70.5985981789532 -35.950577670463254, -70.5985981789532 -36.004476587510425, -70.55368241474721 -36.004476587510425, -70.55368241474721 -35.950577670463254, -70.5985981789532 -35.950577670463254))"
116.0,"POLYGON ((-70.55368241474721 -35.950577670463254, -70.55368241474721 -36.004476587510425, -70.49978349770005 -36.004476587510425, -70.49978349770005 -35.950577670463254, -70.55368241474721 -35.950577670463254))"
124.0,"POLYGON ((-70.49978349770005 -35.950577670463254, -70.49978349770005 -36.004476587510425, -70.44588458065287 -36.004476587510425, -70.44588458065287 -35.950577670463254, -70.49978349770005 -35.950577670463254))"
119.0,"POLYGON ((-70.44588458065287 -35.950577670463254, -70.44588458065287 -36.004476587510425, -70.4009688164469 -36.004476587510425, -70.4009688164469 -35.950577670463254, -70.44588458065287 -35.950577670463254))"
104.0,"POLYGON ((-70.4009688164469 -35.950577670463254, -70.4009688164469 -36.004476587510425, -70.34706989939973 -36.004476587510425, -70.34706989939973 -35.950577670463254, -70.4009688164469 -35.950577670463254))"
91.0,"POLYGON ((-70.34706989939973 -35.950577670463254, -70.34706989939973 -36.004476587510425, -70.31113728803496 -36.004476587510425, -70.31113728803496 -35.950577670463254, -70.34706989939973 -35.950577670463254))"
51.0,"POLYGON ((-72.15268362047998 -35.950577670463254, -72.15268362047998 -36.0493923517164, -72.0987847034328 -36.0493923517164, -72.0987847034328 -35.950577670463254, -72.15268362047998 -35.950577670463254))"
109.0,"POLYGON ((-71.29928410056642 -35.950577670463254, -71.29928410056642 -36.0493923517164, -71.25436833636044 -36.0493923517164, -71.25436833636044 -35.950577670463254, -71.29928410056642 -35.950577670463254))"
130.0,"POLYGON ((-70.79622754145949 -35.950577670463254, -70.79622754145949 -36.0493923517164, -70.75131177725352 -36.0493923517164, -70.75131177725352 -35.950577670463254, -70.79622754145949 -35.950577670463254))"
21.0,"POLYGON ((-72.79048747220483 -36.004476587510425, -72.79048747220483 -36.0493923517164, -72.74557170799885 -36.0493923517164, -72.74557170799885 -36.004476587510425, -72.79048747220483 -36.004476587510425))"
44.0,"POLYGON ((-72.74557170799885 -36.004476587510425, -72.74557170799885 -36.0493923517164, -72.70065594379288 -36.0493923517164, -72.70065594379288 -36.004476587510425, -72.74557170799885 -36.004476587510425))"
50.0,"POLYGON ((-72.6467570267457 -36.004476587510425, -72.6467570267457 -36.0493923517164, -72.60184126253974 -36.0493923517164, -72.60184126253974 -36.004476587510425, -72.6467570267457 -36.004476587510425))"
54.0,"POLYGON ((-72.60184126253974 -36.004476587510425, -72.60184126253974 -36.0493923517164, -72.54794234549256 -36.0493923517164, -72.54794234549256 -36.004476587510425, -72.60184126253974 -36.004476587510425))"
61.0,"POLYGON ((-72.50302658128659 -36.004476587510425, -72.50302658128659 -36.0493923517164, -72.44912766423941 -36.0493923517164, -72.44912766423941 -36.004476587510425, -72.50302658128659 -36.004476587510425))"
58.0,"POLYGON ((-72.40421190003343 -35.950577670463254, -72.35031298298627 -35.950577670463254, -72.35031298298627 -36.004476587510425, -72.40421190003343 -36.004476587510425, -72.40421190003343 -36.0493923517164, -72.44912766423941 -36.0493923517164, -72.44912766423941 -36.004476587510425, -72.40421190003343 -36.004476587510425, -72.40421190003343 -35.950577670463254))"
52.0,"POLYGON ((-72.40421190003343 -36.004476587510425, -72.40421190003343 -36.0493923517164, -72.35031298298627 -36.0493923517164, -72.35031298298627 -36.004476587510425, -72.40421190003343 -36.004476587510425))"
48.0,"POLYGON ((-72.35031298298627 -36.004476587510425, -72.35031298298627 -36.0493923517164, -72.29641406593909 -36.0493923517164, -72.29641406593909 -36.004476587510425, -72.35031298298627 -36.004476587510425))"
44.0,"POLYGON ((-72.29641406593909 -36.004476587510425, -72.29641406593909 -36.0493923517164, -72.25149830173312 -36.0493923517164, -72.25149830173312 -36.004476587510425, -72.29641406593909 -36.004476587510425))"
45.0,"POLYGON ((-72.25149830173312 -36.004476587510425, -72.25149830173312 -36.0493923517164, -72.19759938468594 -36.0493923517164, -72.19759938468594 -36.004476587510425, -72.25149830173312 -36.004476587510425))"
53.0,"POLYGON ((-72.19759938468594 -36.004476587510425, -72.19759938468594 -36.0493923517164, -72.15268362047998 -36.0493923517164, -72.15268362047998 -36.004476587510425, -72.19759938468594 -36.004476587510425))"
50.0,"POLYGON ((-72.0987847034328 -36.004476587510425, -72.0987847034328 -36.0493923517164, -72.05386893922682 -36.0493923517164, -72.05386893922682 -36.004476587510425, -72.0987847034328 -36.004476587510425))"
53.0,"POLYGON ((-72.05386893922682 -36.004476587510425, -72.05386893922682 -36.0493923517164, -71.99997002217965 -36.0493923517164, -71.99997002217965 -36.004476587510425, -72.05386893922682 -36.004476587510425))"
54.0,"POLYGON ((-71.94607110513248 -36.004476587510425, -71.94607110513248 -36.0493923517164, -71.90115534092651 -36.0493923517164, -71.90115534092651 -36.004476587510425, -71.94607110513248 -36.004476587510425))"
53.0,"POLYGON ((-71.90115534092651 -36.004476587510425, -71.90115534092651 -36.0493923517164, -71.84725642387933 -36.0493923517164, -71.84725642387933 -36.004476587510425, -71.90115534092651 -36.004476587510425))"
59.0,"POLYGON ((-71.84725642387933 -36.004476587510425, -71.84725642387933 -36.0493923517164, -71.80234065967336 -36.0493923517164, -71.80234065967336 -36.004476587510425, -71.84725642387933 -36.004476587510425))"
64.0,"POLYGON ((-71.80234065967336 -36.004476587510425, -71.80234065967336 -36.0493923517164, -71.74844174262618 -36.0493923517164, -71.74844174262618 -36.004476587510425, -71.80234065967336 -36.004476587510425))"
68.0,"POLYGON ((-71.74844174262618 -36.004476587510425, -71.74844174262618 -36.0493923517164, -71.7035259784202 -36.0493923517164, -71.7035259784202 -36.004476587510425, -71.74844174262618 -36.004476587510425))"
76.0,"POLYGON ((-71.7035259784202 -36.004476587510425, -71.7035259784202 -36.0493923517164, -71.64962706137304 -36.0493923517164, -71.64962706137304 -36.004476587510425, -71.7035259784202 -36.004476587510425))"
80.0,"POLYGON ((-71.64962706137304 -36.004476587510425, -71.64962706137304 -36.0493923517164, -71.59572814432586 -36.0493923517164, -71.59572814432586 -36.004476587510425, -71.64962706137304 -36.004476587510425))"
85.0,"POLYGON ((-71.59572814432586 -36.004476587510425, -71.59572814432586 -36.0493923517164, -71.5508123801199 -36.0493923517164, -71.5508123801199 -36.004476587510425, -71.59572814432586 -36.004476587510425))"
83.0,"POLYGON ((-71.5508123801199 -36.004476587510425, -71.5508123801199 -36.0493923517164, -71.49691346307272 -36.0493923517164, -71.49691346307272 -36.004476587510425, -71.5508123801199 -36.004476587510425))"
85.0,"POLYGON ((-71.49691346307272 -36.004476587510425, -71.49691346307272 -36.0493923517164, -71.45199769886675 -36.0493923517164, -71.45199769886675 -36.004476587510425, -71.49691346307272 -36.004476587510425))"
89.0,"POLYGON ((-71.45199769886675 -36.004476587510425, -71.45199769886675 -36.0493923517164, -71.39809878181957 -36.0493923517164, -71.39809878181957 -36.004476587510425, -71.45199769886675 -36.004476587510425))"
92.0,"POLYGON ((-71.39809878181957 -36.004476587510425, -71.39809878181957 -36.0493923517164, -71.3531830176136 -36.0493923517164, -71.3531830176136 -36.004476587510425, -71.39809878181957 -36.004476587510425))"
96.0,"POLYGON ((-71.3531830176136 -36.004476587510425, -71.3531830176136 -36.0493923517164, -71.29928410056642 -36.0493923517164, -71.29928410056642 -36.004476587510425, -71.3531830176136 -36.004476587510425))"
119.0,"POLYGON ((-71.25436833636044 -36.004476587510425, -71.25436833636044 -36.0493923517164, -71.20046941931328 -36.0493923517164, -71.20046941931328 -36.004476587510425, -71.25436833636044 -36.004476587510425))"
128.0,"POLYGON ((-71.20046941931328 -36.004476587510425, -71.20046941931328 -36.0493923517164, -71.1465705022661 -36.0493923517164, -71.1465705022661 -36.004476587510425, -71.20046941931328 -36.004476587510425))"
133.0,"POLYGON ((-71.1465705022661 -36.004476587510425, -71.1465705022661 -36.0493923517164, -71.10165473806013 -36.0493923517164, -71.10165473806013 -36.004476587510425, -71.1465705022661 -36.004476587510425))"
132.0,"POLYGON ((-71.10165473806013 -36.004476587510425, -71.10165473806013 -36.0493923517164, -71.04775582101296 -36.0493923517164, -71.04775582101296 -36.004476587510425, -71.10165473806013 -36.004476587510425))"
129.0,"POLYGON ((-71.00284005680699 -35.950577670463254, -70.94894113975981 -35.950577670463254, -70.94894113975981 -36.004476587510425, -71.00284005680699 -36.004476587510425, -71.00284005680699 -36.0493923517164, -71.04775582101296 -36.0493923517164, -71.04775582101296 -36.004476587510425, -71.00284005680699 -36.004476587510425, -71.00284005680699 -35.950577670463254))"
137.0,"POLYGON ((-70.94894113975981 -36.004476587510425, -70.94894113975981 -36.0493923517164, -70.90402537555383 -36.0493923517164, -70.90402537555383 -36.004476587510425, -70.94894113975981 -36.004476587510425))"
136.0,"POLYGON ((-70.90402537555383 -36.004476587510425, -70.90402537555383 -36.0493923517164, -70.85012645850667 -36.0493923517164, -70.85012645850667 -36.004476587510425, -70.90402537555383 -36.004476587510425))"
140.0,"POLYGON ((-70.85012645850667 -36.004476587510425, -70.85012645850667 -36.0493923517164, -70.79622754145949 -36.0493923517164, -70.79622754145949 -36.004476587510425, -70.85012645850667 -36.004476587510425))"
166.0,"POLYGON ((-70.75131177725352 -36.004476587510425, -70.75131177725352 -36.0493923517164, -70.69741286020634 -36.0493923517164, -70.69741286020634 -36.004476587510425, -70.75131177725352 -36.004476587510425))"
160.0,"POLYGON ((-70.69741286020634 -36.004476587510425, -70.69741286020634 -36.0493923517164, -70.65249709600037 -36.0493923517164, -70.65249709600037 -36.004476587510425, -70.69741286020634 -36.004476587510425))"
138.0,"POLYGON ((-70.65249709600037 -36.004476587510425, -70.65249709600037 -36.0493923517164, -70.5985981789532 -36.0493923517164, -70.5985981789532 -36.004476587510425, -70.65249709600037 -36.004476587510425))"
130.0,"POLYGON ((-70.5985981789532 -36.004476587510425, -70.5985981789532 -36.0493923517164, -70.55368241474721 -36.0493923517164, -70.55368241474721 -36.004476587510425, -70.5985981789532 -36.004476587510425))"
136.0,"POLYGON ((-70.55368241474721 -36.004476587510425, -70.55368241474721 -36.0493923517164, -70.49978349770005 -36.0493923517164, -70.49978349770005 -36.004476587510425, -70.55368241474721 -36.004476587510425))"
